,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
675,Christina Aguilera,Fighter,245960,0,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,pop
676,Frankie J,Don't Wanna Try,245293,0,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127,hip hop
677,Frankie J,Don't Wanna Try,245293,0,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127,pop
678,Frankie J,Don't Wanna Try,245293,0,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127,R&B
679,Snoop Dogg,Beautiful,299146,1,2005,67,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,hip hop
680,Snoop Dogg,Beautiful,299146,1,2005,67,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,pop
681,Floetry,Say Yes,268373,0,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,hip hop
682,Floetry,Say Yes,268373,0,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,pop
683,Floetry,Say Yes,268373,0,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,R&B
684,Ginuwine,In Those Jeans,243306,1,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,hip hop
685,Ginuwine,In Those Jeans,243306,1,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,pop
686,Ginuwine,In Those Jeans,243306,1,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,R&B
687,Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,0,2003,0,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,rock
688,Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,0,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,pop
689,Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,0,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,Dance/Electronic
690,Ludacris,Stand Up,213760,1,2003,57,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,hip hop
691,Ludacris,Stand Up,213760,1,2003,57,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,pop
692,Nas,I Can,253720,0,2002,58,0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,hip hop
693,3 Doors Down,When I'm Gone,260333,0,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,pop
694,3 Doors Down,When I'm Gone,260333,0,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,rock
695,3 Doors Down,When I'm Gone,260333,0,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,metal
696,Tyrese,How You Gonna Act Like That,294693,0,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,hip hop
697,Tyrese,How You Gonna Act Like That,294693,0,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,pop
698,Tyrese,How You Gonna Act Like That,294693,0,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,R&B
699,Justin Timberlake,Cry Me a River,288333,0,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,pop
700,Westlife,Mandy,199320,0,2003,57,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25e-05,0.11,0.376,105.678,pop
701,No Doubt,It's My Life,226053,0,2003,60,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,rock
702,No Doubt,It's My Life,226053,0,2003,60,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,pop
703,Amanda Perez,Angel,218760,0,2003,48,0.638,0.54,0,-6.849,1,0.0473,0.506,0.0,0.157,0.352,143.772,pop
704,Amanda Perez,Angel,218760,0,2003,48,0.638,0.54,0,-6.849,1,0.0473,0.506,0.0,0.157,0.352,143.772,R&B
705,JAY-Z,Excuse Me Miss,281240,1,2002,56,0.714,0.862,6,-5.531,1,0.286,0.0305,0.0,0.0884,0.887,92.849,hip hop
706,Coldplay,Clocks,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,rock
707,Coldplay,Clocks,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,pop
708,Kelly Rowland,Stole,249293,0,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,hip hop
709,Kelly Rowland,Stole,249293,0,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,pop
710,Kelly Rowland,Stole,249293,0,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,R&B
711,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,hip hop
712,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,pop
713,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,R&B
714,Ashanti,Rock Wit U (Awww Baby),209120,0,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,hip hop
715,Ashanti,Rock Wit U (Awww Baby),209120,0,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,pop
716,Ashanti,Rock Wit U (Awww Baby),209120,0,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,R&B
717,Junior Senior,Move Your Feet,181826,0,2002,67,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,pop
718,Audioslave,Like a Stone,293960,0,2002,75,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,rock
719,Audioslave,Like a Stone,293960,0,2002,75,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,metal
720,Sean Paul,Like Glue,232506,0,2002,61,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,hip hop
721,Sean Paul,Like Glue,232506,0,2002,61,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,pop
722,Jaheim,Put That Woman First,245773,1,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0.0,0.184,0.513,78.935,pop
723,Jaheim,Put That Woman First,245773,1,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0.0,0.184,0.513,78.935,R&B
724,Jennifer Lopez,All I Have (feat. LL Cool J),254466,0,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,hip hop
725,Jennifer Lopez,All I Have (feat. LL Cool J),254466,0,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,pop
726,Jennifer Lopez,All I Have (feat. LL Cool J),254466,0,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,R&B
727,Monica,So Gone,242773,0,2003,64,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,pop
728,Monica,So Gone,242773,0,2003,64,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,R&B
729,Dido,White Flag,240040,0,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,pop
730,The Roots,The Seed (2.0),267933,1,2002,63,0.758,0.957,7,-2.281,1,0.0357,0.039,0.0,0.133,0.966,111.121,hip hop
731,Chingy,Holidae In,314400,1,2003,61,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,hip hop
732,Chingy,Holidae In,314400,1,2003,61,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,pop
733,Chingy,Holidae In,314400,1,2003,61,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,R&B
734,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,1,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,hip hop
735,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,1,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,pop
736,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,1,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,R&B
737,Kelly Clarkson,Miss Independent,214773,0,2003,47,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,pop
738,Kelly Clarkson,Miss Independent,214773,0,2003,47,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,R&B
739,Ja Rule,Mesmerize,278693,1,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,90.079,hip hop
740,Ja Rule,Mesmerize,278693,1,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,90.079,pop
741,Ja Rule,Mesmerize,278693,1,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,90.079,R&B
742,Matchbox Twenty,Unwell,228706,0,2002,63,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,pop
743,Matchbox Twenty,Unwell,228706,0,2002,63,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,rock
744,Outkast,The Way You Move (feat. Sleepy Brown),234000,1,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,hip hop
745,Outkast,The Way You Move (feat. Sleepy Brown),234000,1,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,pop
746,Fabolous,Into You (feat. Tamia),295773,1,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0.0,0.118,0.58,182.12,hip hop
747,Fabolous,Into You (feat. Tamia),295773,1,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0.0,0.118,0.58,182.12,pop
748,Fabolous,Into You (feat. Tamia),295773,1,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0.0,0.118,0.58,182.12,R&B
749,Switchfoot,Meant to Live,201373,0,2003,61,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,rock
750,Switchfoot,Meant to Live,201373,0,2003,61,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,pop
751,Daniel Bedingfield,If You're Not The One,257026,0,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,pop
752,Good Charlotte,Lifestyles of the Rich & Famous,190173,0,2002,68,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,rock
753,Good Charlotte,Lifestyles of the Rich & Famous,190173,0,2002,68,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,metal
754,Wayne Wonder,No Letting Go,202013,0,2003,63,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,hip hop
755,Wayne Wonder,No Letting Go,202013,0,2003,63,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,R&B
756,The Strokes,Reptilia,219826,0,2003,74,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,rock
757,Avril Lavigne,I'm with You,223066,0,2002,70,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,pop
758,Will Young,Leave Right Now,214733,0,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0.0,0.108,0.383,81.931,pop
759,Usher,Yeah! (feat. Lil Jon & Ludacris),250373,0,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,hip hop
760,Usher,Yeah! (feat. Lil Jon & Ludacris),250373,0,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,pop
761,Usher,Yeah! (feat. Lil Jon & Ludacris),250373,0,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,R&B
762,Maroon 5,This Love,206200,0,2002,77,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,pop
763,Britney Spears,Toxic,198800,0,2003,81,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,pop
764,Outkast,Hey Ya!,235213,0,2003,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,hip hop
765,Outkast,Hey Ya!,235213,0,2003,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,pop
766,Hoobastank,The Reason,232800,0,2003,79,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,pop
767,Hoobastank,The Reason,232800,0,2003,79,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,rock
768,Hoobastank,The Reason,232800,0,2003,79,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,metal
769,Anastacia,Left Outside Alone,257426,0,2004,65,0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847,pop
770,Daddy Yankee,Gasolina,192600,0,2004,11,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,latin
771,Black Eyed Peas,Let's Get It Started - Spike Mix,217733,0,2004,53,0.785,0.799,11,-2.208,0,0.126,0.117,0.0,0.292,0.797,104.923,hip hop
772,Black Eyed Peas,Let's Get It Started - Spike Mix,217733,0,2004,53,0.785,0.799,11,-2.208,0,0.126,0.117,0.0,0.292,0.797,104.923,pop
773,O-Zone,Dragostea Din Tei,215431,0,2004,56,0.809,0.965,0,-3.947,1,0.0427,0.177,0.0,0.0577,0.672,130.103,pop
774,Terror Squad,Lean Back,247426,1,2004,67,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,hip hop
775,Anastacia,Sick and Tired,212266,0,1999,56,0.598,0.868,0,-4.552,1,0.0373,0.00908,0.0,0.279,0.47,99.848,pop
776,Gwen Stefani,What You Waiting For?,221226,0,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,pop
777,Gwen Stefani,What You Waiting For?,221226,0,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,R&B
778,Ashanti,Only U - No Intro,186306,0,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,hip hop
779,Ashanti,Only U - No Intro,186306,0,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,pop
780,Ashanti,Only U - No Intro,186306,0,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,R&B
781,The Rasmus,In the Shadows,257920,0,2003,68,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,metal
782,Houston,I Like That,236520,0,2004,59,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,hip hop
783,Houston,I Like That,236520,0,2004,59,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,pop
784,Beyoncé,Naughty Girl,208600,0,2003,63,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,pop
785,Beyoncé,Naughty Girl,208600,0,2003,63,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,R&B
786,Linkin Park,Numb,185586,0,2003,81,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,rock
787,Linkin Park,Numb,185586,0,2003,81,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,metal
788,Lloyd Banks,On Fire,187280,1,2004,61,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,hip hop
789,Lloyd Banks,On Fire,187280,1,2004,61,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,pop
790,Akon,Locked Up,235066,1,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,pop
791,D12,My Band,298773,1,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,hip hop
792,D12,My Band,298773,1,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,pop
793,D12,My Band,298773,1,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,rock
794,Jay Sean,Eyes On You - Radio Mix,190493,0,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0.0,0.136,0.619,96.525,hip hop
795,Jay Sean,Eyes On You - Radio Mix,190493,0,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0.0,0.136,0.619,96.525,pop
796,Jay Sean,Eyes On You - Radio Mix,190493,0,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0.0,0.136,0.619,96.525,R&B
797,Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,0,2016,66,0.833,0.515,11,-5.0,0,0.0462,0.347,0.00156,0.116,0.4,97.007,pop
798,Destiny's Child,Lose My Breath,242013,0,2004,61,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,pop
799,Destiny's Child,Lose My Breath,242013,0,2004,61,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,R&B
800,Eric Prydz,Call on Me - Radio Mix,171360,0,2004,72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,pop
801,Eric Prydz,Call on Me - Radio Mix,171360,0,2004,72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,Dance/Electronic
802,Ciara,Goodies (feat. Petey Pablo),223000,0,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,pop
803,Ciara,Goodies (feat. Petey Pablo),223000,0,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,R&B
804,Kelis,Trick Me,206106,1,2003,63,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,pop
805,Kelis,Trick Me,206106,1,2003,63,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,R&B
806,Kelis,Trick Me,206106,1,2003,63,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,Dance/Electronic
807,LL Cool J,Headsprung,267320,0,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,hip hop
808,LL Cool J,Headsprung,267320,0,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,pop
809,LL Cool J,Headsprung,267320,0,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,R&B
810,Spiderbait,Black Betty - Edit,205973,0,2004,63,0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,rock
811,George Michael,Amazing,265826,0,2004,57,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,set()
812,Britney Spears,My Prerogative,213893,0,2004,53,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96e-06,0.103,0.619,111.014,pop
813,Nina Sky,Move Ya Body,232000,0,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,pop
814,Nina Sky,Move Ya Body,232000,0,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,R&B
815,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,hip hop
816,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,pop
817,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,R&B
818,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,latin
819,Petey Pablo,Freek-A-Leek,235186,1,2003,56,0.737,0.697,2,-3.716,1,0.254,0.0756,0.0,0.359,0.662,104.917,hip hop
820,Petey Pablo,Freek-A-Leek,235186,1,2003,56,0.737,0.697,2,-3.716,1,0.254,0.0756,0.0,0.359,0.662,104.917,pop
821,JAY-Z,Dirt Off Your Shoulder,245173,1,2003,53,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63e-06,0.339,0.645,163.971,hip hop
822,Juanes,La Camisa Negra,216706,0,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,pop
823,Juanes,La Camisa Negra,216706,0,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,latin
824,Avril Lavigne,Nobody's Home,212413,0,2004,61,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406,pop
825,Robbie Williams,Radio,233600,0,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,pop
826,Robbie Williams,Radio,233600,0,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,rock
827,Black Eyed Peas,Hey Mama,214893,1,2003,49,0.86,0.866,4,-6.345,0,0.232,0.104,1.42e-06,0.584,0.933,100.15,hip hop
828,Black Eyed Peas,Hey Mama,214893,1,2003,49,0.86,0.866,4,-6.345,0,0.232,0.104,1.42e-06,0.584,0.933,100.15,pop
829,Ying Yang Twins,Salt Shaker,252440,1,2003,61,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,hip hop
830,Ying Yang Twins,Salt Shaker,252440,1,2003,61,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,pop
831,Enrique Iglesias,Not In Love - Radio Mix,223133,0,2003,37,0.762,0.885,0,-5.096,0,0.0395,0.0371,0.0,0.0519,0.886,117.021,pop
832,Enrique Iglesias,Not In Love - Radio Mix,223133,0,2003,37,0.762,0.885,0,-5.096,0,0.0395,0.0371,0.0,0.0519,0.886,117.021,latin
833,Kelis,Milkshake,182626,0,2003,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,pop
834,Kelis,Milkshake,182626,0,2003,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,R&B
835,Kelis,Milkshake,182626,0,2003,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,Dance/Electronic
836,Linkin Park,Breaking the Habit,196906,0,2003,68,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,rock
837,Linkin Park,Breaking the Habit,196906,0,2003,68,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,metal
838,JoJo,Leave (Get Out) - Radio Edit,242746,0,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891,hip hop
839,JoJo,Leave (Get Out) - Radio Edit,242746,0,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891,pop
840,JoJo,Leave (Get Out) - Radio Edit,242746,0,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891,R&B
841,Christina Milian,Dip It Low,197186,0,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,hip hop
842,Christina Milian,Dip It Low,197186,0,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,pop
843,Christina Milian,Dip It Low,197186,0,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,R&B
844,Avant,Read Your Mind,263506,0,2003,56,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,pop
845,Avant,Read Your Mind,263506,0,2003,56,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,R&B
846,Eminem,Just Lose It,248680,1,2004,67,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,hip hop
847,Sugababes,Too Lost In You,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,pop
848,Sugababes,Too Lost In You,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,R&B
849,Snoop Dogg,Drop It Like It's Hot,266066,1,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,hip hop
850,Snoop Dogg,Drop It Like It's Hot,266066,1,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,pop
851,Sean Paul,I'm Still in Love with You (feat. Sasha),273360,0,2002,68,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,hip hop
852,Sean Paul,I'm Still in Love with You (feat. Sasha),273360,0,2002,68,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,pop
853,The Shapeshifters,Lola's Theme - Radio Edit,207066,0,2004,65,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,Dance/Electronic
854,D12,How Come,249533,1,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,hip hop
855,D12,How Come,249533,1,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,pop
856,D12,How Come,249533,1,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,rock
857,Basement Jaxx,Good Luck,282306,0,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,pop
858,Basement Jaxx,Good Luck,282306,0,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,Dance/Electronic
859,Kevin Lyttle,Turn Me On,192106,0,2004,67,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,hip hop
