,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1879,241933,62,0.713,0.826,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444
1292,186173,59,0.489,0.955,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352
1950,182306,75,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031
100,243733,63,0.854,0.543,-6.166,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032
1652,249533,74,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053
2475,214013,67,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954
1466,232946,46,0.626,0.906,-4.334,0.0403,0.00128,8.52e-06,0.137,0.346,118.035
944,366733,61,0.264,0.663,-8.264,0.187,0.59,0.00443,0.342,0.249,167.078
1006,218093,64,0.962,0.66,-5.096,0.061,0.0485,0.0,0.076,0.814,126.016
953,209106,79,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173
780,186306,56,0.601,0.621,-5.576,0.0434,0.0374,1.75e-06,0.188,0.278,94.547
2306,215253,70,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026
2114,187626,61,0.672,0.907,-5.069,0.0721,0.0048,3.4e-05,0.156,0.746,128.027
2434,234360,62,0.596,0.952,-4.364,0.0873,0.00131,0.0,0.598,0.571,127.945
1181,186826,63,0.678,0.572,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165
1980,292706,68,0.652,0.605,-7.371,0.0393,0.00481,0.0,0.0605,0.394,126.091
172,316733,69,0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827
3071,205946,81,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
1156,245466,69,0.893,0.823,-3.708,0.122,0.0714,0.0,0.0509,0.902,128.009
3372,198973,81,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169
2326,199480,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
2167,206080,63,0.671,0.808,-4.861,0.0652,0.02,0.0,0.134,0.637,121.956
2492,166933,1,0.801,0.985,-2.69,0.0645,0.0205,6.86e-06,0.296,0.722,127.99
367,216360,61,0.537,0.858,-4.903,0.0349,0.000966,0.0,0.0812,0.502,124.599
475,233666,35,0.368,0.426,-8.049,0.0277,0.255,5.39e-06,0.108,0.208,106.52
1749,226506,67,0.677,0.523,-5.603,0.0439,0.295,0.0,0.15,0.446,60.019
2374,237266,0,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974
1299,172373,64,0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833
791,298773,73,0.851,0.849,-3.383,0.0828,0.497,2.05e-06,0.116,0.844,120.014
3234,231546,77,0.534,0.583,-8.672,0.0288,0.0262,0.0,0.421,0.145,105.997
1284,231866,42,0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999
3189,202221,1,0.657,0.739,-4.081,0.274,0.141,0.0,0.178,0.543,181.994
1021,224253,63,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
2300,242680,71,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963
2863,190185,49,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889
3086,273802,71,0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99
2669,177685,56,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315
2575,212560,71,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934
1120,287906,69,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067
1099,219493,71,0.587,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92
455,267093,73,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
2205,195373,78,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001
1411,266840,74,0.81,0.538,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97
2988,198293,78,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991
1841,252653,62,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998
1402,166373,73,0.529,0.967,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127
1422,238800,3,0.675,0.394,-8.539,0.133,0.0611,0.0,0.214,0.405,104.987
3056,196000,62,0.916,0.804,-3.406,0.049,0.37,1.18e-05,0.0812,0.538,120.028
734,223973,61,0.646,0.6,-6.569,0.458,0.231,0.0,0.0794,0.811,192.082
1703,289133,80,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96
633,285569,72,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981
1708,195853,75,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,0.801,130.011
2360,209440,75,0.376,0.695,-4.782,0.0933,0.135,0.0,0.11,0.302,169.533
3126,219146,79,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002
1477,225373,78,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009
1921,201546,74,0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01
2610,213666,0,0.659,0.735,-4.758,0.056,0.0466,0.0,0.111,0.609,104.038
2322,329320,73,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993
2298,199680,65,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96
2372,237266,0,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974
3351,201160,0,0.673,0.637,-4.518,0.0429,0.137,0.0,0.184,0.678,123.98
3488,190288,72,0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982
1333,448573,70,0.687,0.723,-4.751,0.0709,0.122,0.00102,0.573,0.432,76.0
1777,248066,41,0.661,0.584,-5.09,0.061,0.00293,4.82e-06,0.134,0.0949,159.873
554,226680,72,0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
3182,251033,77,0.492,0.275,-13.4,0.3,0.687,0.0,0.101,0.18,92.6
1322,203506,73,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304
810,205973,63,0.562,0.865,-6.476,0.0922,2.06e-05,0.591,0.219,0.35,124.047
3393,214846,81,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
1027,226640,56,0.551,0.896,-3.152,0.109,0.033,0.0,0.0899,0.858,171.79
2774,263890,0,0.653,0.829,-4.783,0.0377,0.000739,1.5e-06,0.225,0.545,124.989
2266,218013,79,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96
2524,250188,75,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049
795,190493,42,0.802,0.672,-4.971,0.0847,0.0775,0.0,0.136,0.619,96.525
2265,200466,73,0.686,0.783,-4.977,0.119,0.0764,0.0,0.163,0.814,99.978
1543,267080,77,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668
3010,206666,51,0.736,0.719,-3.839,0.0357,0.256,0.0,0.0909,0.656,90.013
1524,246053,75,0.949,0.79,-5.957,0.0756,0.00437,0.0,0.0816,0.807,117.002
2499,201000,69,0.691,0.921,-1.702,0.0533,0.173,0.0,0.331,0.8,130.072
2137,210960,81,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99
151,221133,65,0.73,0.602,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954
3620,200106,69,0.796,0.586,-6.946,0.147,0.0247,0.0,0.132,0.179,97.981
1164,213066,75,0.648,0.931,-3.15,0.181,0.00937,0.0,0.752,0.744,153.649
1003,200053,54,0.642,0.851,-3.638,0.0431,0.0248,0.0146,0.084,0.777,127.988
2756,255093,2,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
668,234893,57,0.707,0.538,-5.264,0.505,0.362,0.0,0.317,0.439,121.732
3638,200889,73,0.747,0.57,-6.711,0.081,0.0642,0.0,0.0832,0.65,133.992
376,237493,75,0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931
3155,196613,0,0.742,0.819,-5.307,0.0487,0.372,0.0,0.277,0.709,117.986
142,256973,57,0.914,0.607,-5.658,0.32,0.0626,0.0,0.0515,0.666,98.054
1520,252120,70,0.662,0.693,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009
1012,244999,73,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264
1311,311106,76,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95
2445,239215,66,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014
1425,324906,59,0.88,0.438,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02
1829,205733,71,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016
1755,231173,66,0.607,0.783,-4.41,0.0397,0.000683,0.0,0.0678,0.434,113.172
2314,222500,66,0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973
611,245240,36,0.602,0.34,-9.867,0.0375,0.618,0.0,0.234,0.511,109.598
838,242746,49,0.656,0.513,-8.691,0.253,0.156,6.45e-05,0.0763,0.464,86.891
3452,197993,78,0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987
3230,268866,0,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908
2482,247426,6,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08
1590,218400,64,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572
3195,235826,66,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
1415,215173,45,0.45,0.921,-3.476,0.0538,0.0467,0.0,0.311,0.413,145.959
3013,173986,84,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967
1101,243053,52,0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004
1234,229813,60,0.886,0.62,-5.854,0.307,0.082,0.0,0.1,0.6,76.035
2723,183750,0,0.789,0.915,-3.263,0.248,0.0135,8.77e-06,0.0818,0.66,127.955
1937,307640,69,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
120,235133,70,0.659,0.812,-7.499,0.0487,0.23,0.0,0.0951,0.888,83.014
227,246160,0,0.707,0.869,-4.525,0.0481,0.104,0.000121,0.0813,0.621,99.825
261,285386,48,0.676,0.601,-4.905,0.0297,0.103,0.0,0.147,0.206,119.94
2904,219305,73,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
2348,216160,73,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028
177,287000,68,0.865,0.664,-6.822,0.108,0.00689,0.0,0.142,0.565,162.831
2354,218190,68,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.0966,0.588,126.092
1797,218400,64,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572
485,230013,62,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.313,0.863,117.31
2203,299613,76,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.176,0.221,142.113
1791,196640,0,0.894,0.93,-4.577,0.0712,0.0355,0.0,0.0759,0.968,120.02
814,232000,67,0.87,0.712,-6.313,0.0432,0.0202,0.000331,0.0576,0.877,121.057
705,281240,56,0.714,0.862,-5.531,0.286,0.0305,0.0,0.0884,0.887,92.849
952,246960,77,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019
2715,216013,0,0.743,0.861,-5.234,0.0428,0.00518,0.0,0.181,0.391,111.959
121,235133,70,0.659,0.812,-7.499,0.0487,0.23,0.0,0.0951,0.888,83.014
2173,242973,2,0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995
2323,182333,58,0.524,0.972,-1.569,0.0431,0.00656,0.00058,0.224,0.476,175.017
253,252706,52,0.635,0.854,-5.02,0.0612,0.00579,0.0083,0.0623,0.59,100.851
140,226760,52,0.736,0.666,-4.929,0.0337,0.0593,3.82e-05,0.107,0.224,89.824
218,216733,71,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502
3543,201707,73,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955
3160,226738,73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001
3673,199427,69,0.872,0.814,-4.568,0.155,0.00485,1.96e-06,0.214,0.57,98.985
1,167066,79,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726
2239,223053,73,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015
1760,338853,75,0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841
1632,170480,59,0.876,0.716,-6.884,0.135,0.0468,0.000482,0.0667,0.755,131.942
2635,227026,65,0.645,0.878,-3.208,0.113,0.294,0.0,0.076,0.862,82.324
2752,219840,72,0.806,0.608,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049
3650,229412,70,0.442,0.585,-10.332,0.0964,0.0984,0.391,0.14,0.116,97.565
3512,200480,71,0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.839,95.001
2697,260240,66,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994
2117,219986,67,0.551,0.893,-2.628,0.0543,0.00166,0.0,0.348,0.794,125.083
3696,188640,63,0.744,0.79,-4.617,0.0562,0.0547,0.000802,0.32,0.847,125.002
1369,212280,69,0.735,0.826,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964
2592,247933,65,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985
3587,212500,70,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
2427,199986,82,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99
573,296186,56,0.81,0.714,-3.966,0.243,0.0637,0.0,0.237,0.561,112.968
3176,206493,65,0.73,0.758,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041
1503,280680,51,0.405,0.721,-6.97,0.283,0.329,0.0,0.252,0.815,92.854
1812,231573,59,0.789,0.55,-7.423,0.0473,0.174,0.0,0.0614,0.696,172.049
1175,261880,59,0.964,0.595,-6.887,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
1858,204200,50,0.616,0.596,-5.035,0.0289,0.654,0.0,0.218,0.58,137.077
1155,258893,79,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722
1148,238920,73,0.677,0.671,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046
3201,160097,0,0.664,0.576,-6.429,0.0286,0.63,0.000198,0.0902,0.621,76.026
1417,173040,48,0.794,0.777,-3.696,0.0813,0.0982,0.0,0.202,0.706,160.022
3173,212424,1,0.459,0.587,-6.983,0.0785,0.453,0.0,0.307,0.581,113.901
3437,175229,72,0.876,0.519,-6.531,0.143,0.202,0.0,0.108,0.158,94.981
2146,202266,61,0.843,0.881,-3.951,0.0581,0.14,0.0,0.0765,0.876,110.621
3241,203000,0,0.645,0.741,-4.989,0.0339,0.0323,0.0,0.29,0.534,123.07
1697,234173,67,0.584,0.7,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953
578,324306,68,0.648,0.759,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996
3090,219159,74,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986
2006,172053,61,0.752,0.836,-3.173,0.115,0.0843,0.000425,0.424,0.519,120.003
416,289373,49,0.969,0.701,-7.503,0.156,0.14,0.00161,0.201,0.905,121.392
306,201533,60,0.585,0.702,-5.734,0.0325,0.538,0.0,0.216,0.51,139.909
2898,229360,80,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022
3045,208728,0,0.672,0.589,-5.008,0.049,0.082,0.0,0.0962,0.379,120.036
2035,181826,63,0.61,0.836,-4.455,0.0573,0.00374,0.0,0.358,0.657,126.056
3265,198853,80,0.618,0.443,-9.681,0.0526,0.469,0.0,0.0829,0.167,119.949
171,203333,64,0.829,0.915,-3.205,0.106,0.226,1.25e-05,0.246,0.779,118.903
2811,213213,63,0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975
2223,260253,72,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907
760,250373,81,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018
2429,214333,0,0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025
849,266066,39,0.892,0.628,-3.832,0.216,0.169,0.0,0.102,0.676,92.063
3458,201526,65,0.792,0.895,-3.112,0.0589,0.165,0.0,0.0501,0.794,94.968
1067,197160,60,0.534,0.247,-15.636,0.0322,0.516,0.00859,0.122,0.344,82.168
2250,229303,64,0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955
1008,280013,55,0.684,0.493,-7.728,0.0459,0.000839,0.0,0.157,0.08,84.03
1705,237200,77,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999
2914,229080,69,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02
2055,208946,56,0.625,0.613,-6.005,0.173,0.0209,0.0,0.0286,0.738,96.033
3299,174933,0,0.744,0.836,-2.396,0.0507,0.0435,0.0,0.194,0.36,114.965
152,221133,65,0.73,0.602,-3.782,0.206,0.362,3.69e-06,0.169,0.927,97.954
922,223440,76,0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412
3554,178626,83,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048
2432,205933,77,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05
549,257026,58,0.688,0.538,-7.608,0.0292,0.504,0.0,0.111,0.27,119.998
3601,180522,78,0.889,0.496,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003
1738,256213,65,0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973
711,263226,70,0.884,0.677,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868
3073,205946,81,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
1769,227533,64,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051
3624,195637,69,0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024
479,207040,24,0.705,0.872,-3.557,0.125,0.0602,0.0,0.228,0.746,93.63
2230,208133,70,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884
1429,256426,57,0.775,0.731,-5.446,0.134,0.189,0.0,0.129,0.821,131.105
1834,215866,71,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999
3691,240081,57,0.836,0.621,-4.684,0.0894,0.389,9.16e-05,0.104,0.762,101.993
848,237693,58,0.586,0.705,-4.904,0.0287,0.0485,0.0,0.15,0.459,98.014
3553,190799,78,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967
2328,219493,72,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067
572,187840,70,0.845,0.768,-5.448,0.188,0.00733,5.04e-06,0.0575,0.96,100.0
1617,190973,47,0.654,0.884,-5.466,0.202,0.151,0.000268,0.379,0.851,124.072
1842,252653,62,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998
3170,198774,63,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
1745,276920,82,0.491,0.956,-1.538,0.392,0.0295,0.0,0.46,0.811,173.585
877,247106,59,0.925,0.741,-5.827,0.315,0.0653,0.0,0.044,0.654,93.04
1933,203093,32,0.605,0.795,-6.086,0.0712,0.00153,0.0,0.207,0.263,139.896
1026,226640,56,0.551,0.896,-3.152,0.109,0.033,0.0,0.0899,0.858,171.79
1546,240746,69,0.83,0.857,-4.194,0.152,0.262,0.0,0.413,0.607,137.982
3185,239280,63,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.304,0.71,84.044
2043,224093,60,0.59,0.698,-4.262,0.0286,0.000176,0.0,0.107,0.352,95.975
378,224066,64,0.616,0.597,-5.328,0.0415,0.691,0.0,0.104,0.362,165.508
2828,281560,81,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998
930,254266,58,0.68,0.844,-1.729,0.299,0.23,0.0,0.0305,0.895,172.302
1433,242586,57,0.704,0.854,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988
2145,215624,49,0.926,0.808,-3.148,0.0599,0.000915,0.00327,0.0515,0.701,127.998
1549,157432,65,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99
3054,208373,79,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803
1219,281320,68,0.618,0.746,-5.476,0.352,0.0553,0.0,0.273,0.75,75.272
1340,223080,81,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948
2600,214147,74,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435
3158,185351,0,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943
1097,224640,61,0.817,0.806,-4.606,0.0623,0.027,9e-06,0.119,0.805,110.086
2627,227880,72,0.773,0.414,-7.436,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
143,236866,49,0.313,0.831,-3.894,0.0404,0.000127,0.000341,0.24,0.332,152.034
1581,204093,68,0.878,0.746,-4.281,0.0451,0.0476,0.0,0.154,0.792,111.996
1256,255333,72,0.688,0.519,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714
533,269400,59,0.793,0.568,-4.958,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005
3051,189126,67,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01
1389,252973,66,0.606,0.591,-7.228,0.087,0.0756,0.0,0.328,0.477,95.802
2473,219733,0,0.738,0.875,-3.141,0.127,0.000673,0.000556,0.285,0.538,114.962
51,220106,49,0.85,0.674,-7.981,0.0373,0.309,0.000645,0.0356,0.74,115.005
2686,184280,72,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094
2261,218840,63,0.593,0.639,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881
2596,200946,72,0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
2245,303813,68,0.676,0.695,-8.327,0.245,0.352,0.0,0.119,0.144,90.268
1635,259720,71,0.573,0.712,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012
1514,184400,74,0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
1185,192213,73,0.803,0.454,-4.802,0.0294,0.352,0.0,0.0655,0.739,99.99
1582,204093,68,0.878,0.746,-4.281,0.0451,0.0476,0.0,0.154,0.792,111.996
286,280973,53,0.699,0.618,-7.338,0.0594,0.0502,0.000925,0.0914,0.679,99.965
1833,210973,55,0.597,0.684,-6.614,0.0321,0.00481,0.105,0.317,0.435,130.99
3453,215759,72,0.747,0.834,-2.867,0.045,0.374,0.0,0.0586,0.687,128.005
2340,199906,77,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04
3029,258266,82,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027
1243,257293,57,0.261,0.562,-3.667,0.0301,0.423,7.54e-06,0.131,0.167,70.543
1362,237173,59,0.584,0.681,-5.084,0.0781,0.495,0.0,0.289,0.821,79.702
1271,214106,69,0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002
1733,237120,59,0.825,0.743,-5.995,0.149,0.0142,2.12e-05,0.237,0.8,127.045
1119,253933,61,0.644,0.517,-10.02,0.0803,0.0065,1.37e-06,0.158,0.464,169.799
2728,201626,50,0.686,0.524,-7.251,0.0343,0.649,0.0569,0.14,0.0951,124.938
735,223973,61,0.646,0.6,-6.569,0.458,0.231,0.0,0.0794,0.811,192.082
3204,184516,79,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738
2971,284386,75,0.824,0.733,-5.474,0.0613,0.0362,0.0,0.325,0.395,97.972
235,270506,82,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948
1355,150533,0,0.827,0.931,-4.474,0.202,0.0153,0.21,0.0992,0.491,127.995
238,213346,50,0.682,0.917,-5.459,0.0318,0.15,0.0676,0.34,0.79,137.029
192,165853,78,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152
2638,240706,76,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893
3222,299960,81,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512
237,213346,50,0.682,0.917,-5.459,0.0318,0.15,0.0676,0.34,0.79,137.029
1300,259333,2,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011
2977,205879,0,0.853,0.558,-7.448,0.202,0.0462,0.0,0.341,0.654,142.079
3049,313546,74,0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961
481,265706,55,0.567,0.58,-5.757,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
2746,264946,72,0.841,0.522,-5.963,0.049,0.0168,1.37e-06,0.188,0.616,99.059
3387,202620,78,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
2452,222306,62,0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967
1375,271600,47,0.596,0.62,-6.133,0.039,0.0122,0.0,0.82,0.102,80.029
816,239026,73,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331
3590,126446,71,0.899,0.811,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038
3695,188640,63,0.744,0.79,-4.617,0.0562,0.0547,0.000802,0.32,0.847,125.002
586,249480,76,0.712,0.772,-3.024,0.346,0.0521,4.35e-06,0.0368,0.848,84.722
1601,222826,69,0.512,0.864,-4.146,0.0338,0.000821,0.0,0.0982,0.527,138.018
2463,247026,48,0.738,0.922,-3.94,0.0833,0.0034,0.0,0.0986,0.689,116.024
1187,202720,63,0.858,0.484,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992
510,294600,69,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
921,252466,55,0.562,0.219,-13.2,0.0312,0.856,0.000296,0.0979,0.106,127.831
269,284666,55,0.612,0.579,-6.417,0.0553,0.285,0.0,0.0556,0.716,86.31
3043,208728,0,0.672,0.589,-5.008,0.049,0.082,0.0,0.0962,0.379,120.036
2377,251266,0,0.697,0.529,-8.838,0.0338,0.115,0.901,0.0895,0.486,155.974
2113,195986,68,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02
2734,251986,64,0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993
651,219400,57,0.802,0.863,-3.552,0.2,0.0199,0.0,0.141,0.873,81.008
630,297960,50,0.606,0.699,-3.103,0.0337,0.343,1.89e-06,0.0757,0.509,83.701
940,189506,65,0.345,0.0581,-17.217,0.0374,0.976,0.000366,0.103,0.304,174.117
647,269973,70,0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315
